LSOA code,March,Dec
E01028413,"146,975","150,000"
E01028414,"208,000","188,000"
E01028415,"238,000","124,950"
E01028416,"146,250","147,500"
E01028417,"312,000","325,000"
E01028418,"234,000","220,000"
E01028419,"158,000","154,000"
E01028420,"293,500","325,000"
E01028421,"305,000","313,000"
E01028422,"229,000","268,500"
E01028423,"350,000","338,500"
E01028424,"390,000","331,750"
E01028425,"181,250","168,000"
E01028426,"200,000","200,000"
E01028427,"175,000","170,250"
E01028428,"215,000","220,000"
E01028429,"188,625","184,950"
E01028430,"179,250","210,000"
E01028431,"240,000","215,500"
E01028432,"205,000","179,998"
E01028433,"193,500","197,750"
E01028434,"300,000","246,000"
E01028435,"131,000","143,500"
E01028437,"152,000","160,000"
E01028438,"162,950","159,950"
E01028439,"172,500","164,250"
E01028440,"156,000","148,000"
E01028441,"179,000","140,000"
E01028443,"159,000","160,500"
E01028444,"167,000","160,000"
E01028445,"131,500","128,500"
E01028446,"145,000","140,000"
E01028447,"148,500","143,000"
E01028448,"155,500","147,000"
E01028449,"143,500","133,750"
E01028450,"140,000","127,000"
E01028451,"142,200","138,475"
E01028452,"159,950","154,000"
E01028453,"135,000","143,500"
E01028454,"137,000","137,000"
E01028455,"175,000","182,500"
E01028456,"182,500","190,000"
E01028457,"215,500","197,000"
E01028458,"172,000","167,000"
E01028459,"156,750","155,000"
E01028460,"313,750","281,000"
E01028461,"187,500","188,750"
E01028462,"194,000","228,500"
E01028463,"195,500","210,000"
E01028464,"181,500","285,000"
E01028465,"233,000","233,000"
E01028466,"164,250","172,000"
E01028467,"171,500","179,500"
E01028468,"175,000","166,250"
E01028469,"227,000","236,250"
E01028470,"217,500","177,000"
E01028471,"166,500","163,998"
E01028472,"187,500","188,500"
E01028473,"193,000","175,000"
E01028474,"300,000","261,250"
E01028475,"194,500","210,000"
E01028476,"245,000","326,500"
E01028477,"311,250","226,000"
E01028478,"247,500","186,000"
E01028479,"317,000","225,000"
E01028480,"276,250","220,000"
E01028481,"342,500","380,000"
E01028482,"341,500","380,000"
E01028483,"250,000","363,750"
E01028484,"350,000","466,250"
E01028485,"266,750","262,500"
E01028486,"410,000","330,000"
E01028487,"199,000","200,000"
E01028488,"195,000","181,750"
E01028489,"430,000","365,000"
E01028490,"250,000","250,000"
E01028491,"236,250","215,000"
E01028492,"250,000","245,000"
E01028493,"236,250","218,000"
E01028494,"214,000","212,000"
E01028495,"227,500","215,000"
E01028496,"240,000","235,000"
E01028497,"382,500","425,000"
E01028498,"375,000","389,729"
E01028499,"249,500","262,500"
E01028500,"196,875","214,000"
E01028501,"435,000","475,000"
E01028502,"319,375","389,250"
E01028503,"240,000","250,000"
E01028504,"395,000","365,800"
E01028505,"297,500","360,000"
E01028506,"275,000","265,000"
E01028507,"365,000","410,000"
E01028508,"580,000","384,360"
E01028509,"270,000","357,500"
E01028510,"317,692","290,000"
E01028511,"250,000","265,000"
E01028512,"220,000","249,995"
E01032941,"135,000","130,000"
E01032942,"121,250","115,000"
E01032943,"194,000","212,500"
E01032944,"202,500","153,273"
E01028513,"185,000","161,000"
E01028514,"177,500","176,250"
E01028515,"210,000","216,250"
E01028516,"296,500","275,000"
E01028517,"178,250","172,500"
E01028518,"169,000","169,506"
E01028519,"183,500","169,250"
E01028520,"163,500","180,000"
E01028521,"315,000","250,000"
E01028522,"295,000","285,000"
E01028523,"237,250","219,000"
E01028524,"210,000","197,500"
E01028525,"192,000","202,000"
E01028526,"275,000","304,000"
E01028527,"245,000","238,000"
E01028528,"243,998","230,000"
E01028529,"228,500","210,000"
E01028530,"236,500","230,000"
E01028531,"214,000","209,500"
E01028532,"246,475","249,950"
E01028533,"242,000","225,000"
E01028534,"242,000","372,350"
E01028535,"346,500","332,500"
E01028536,"317,000","305,000"
E01028537,"250,000","331,000"
E01028538,"245,000","230,000"
E01028539,"245,000","250,000"
E01028540,"367,500","450,000"
E01028541,"357,000","306,000"
E01028542,"224,750","231,250"
E01028543,"380,000","436,250"
E01028544,"295,000","348,500"
E01028545,"465,000","470,000"
E01028546,"228,000","228,000"
E01028547,"301,250","280,000"
E01028548,"246,950","316,000"
E01028549,"315,000","350,000"
E01028550,"426,500","390,000"
E01028551,"397,475","250,000"
E01028552,"195,000","220,000"
E01028553,"248,000","250,000"
E01028554,"201,000","210,000"
E01028555,"199,250","217,000"
E01028556,"214,750","234,000"
E01028557,"215,000","221,500"
E01028558,"248,225","250,000"
E01028559,"247,250","239,500"
E01028560,"250,000","247,000"
E01028561,"277,500","296,250"
E01028562,"272,500","237,920"
E01028563,"298,750","330,000"
E01028565,"551,500","794,250"
E01028567,"174,000","169,506"
E01028568,:,:
E01028569,"187,500","189,011"
E01028570,"186,250","174,750"
E01028571,"260,000","303,750"
E01028572,"240,000","247,500"
E01028573,"292,000","325,000"
E01028574,"385,000","250,000"
E01028575,"222,623","295,000"
E01028576,"180,000",:
E01028577,"189,995","168,000"
E01028578,"257,500","271,250"
E01028579,"390,500","281,375"
E01028580,"270,000","296,000"
E01028581,"532,500","425,000"
E01028582,"362,000","295,000"
E01028583,"288,750","850,000"
E01028584,"500,000","500,000"
E01028585,"537,000","695,000"
E01028586,"371,250","347,000"
E01028587,"283,308","340,000"
E01028588,"241,250","302,500"
E01028591,"700,000","722,500"
E01028592,"421,250","356,250"
E01028594,"422,500","432,538"
E01028595,"315,000","357,500"
E01028596,"275,000","626,000"
E01028597,"245,000","250,000"
E01032554,"475,000","393,500"
E01032555,"275,000","250,000"
E01033282,"535,000","552,500"
E01028598,"315,000","340,000"
E01028599,"250,000","370,000"
E01028600,"249,000","242,000"
E01028601,:,"310,000"
E01028602,:,:
E01028603,"357,500","315,000"
E01028604,"162,000","163,500"
E01028605,"223,500","226,500"
E01028606,"350,000","387,500"
E01028607,"325,000","280,000"
E01028608,"427,500","497,500"
E01028609,"257,475","328,250"
E01028610,"270,000","248,475"
E01028611,"567,000","412,500"
E01028612,"602,500","605,000"
E01028613,"238,250","240,000"
E01028614,"222,500","245,325"
E01028615,"297,500","370,000"
E01028616,"230,000","248,500"
E01028617,"288,250","257,500"
E01028618,"240,000","380,000"
E01028619,"271,500","273,300"
E01028620,"290,000","273,775"
E01028621,"202,600","222,000"
E01028622,"207,000","182,500"
E01028623,"222,000","195,750"
E01028624,"180,000","181,500"
E01028625,"186,500","196,250"
E01028626,"203,750","207,500"
E01028627,"192,500","184,000"
E01028628,"247,000","250,000"
E01028629,"180,000","193,500"
E01028630,"160,000","158,500"
E01028631,"185,000","184,650"
E01028632,"207,500","196,750"
E01028633,"145,000","156,000"
E01028634,"242,500","219,000"
E01028635,"211,250","194,500"
E01028636,"150,000","170,500"
E01028637,"220,000","242,500"
E01028638,"500,000","532,500"
E01028639,"229,500","259,998"
E01028640,"241,000","238,750"
E01028641,"411,500","377,000"
E01028642,"471,000","515,534"
E01028643,"446,225","500,000"
E01028644,"295,000","350,000"
E01028645,"581,750","503,475"
E01028646,"326,000","350,000"
E01028647,"400,000","365,000"
E01028648,"326,500","247,500"
E01028649,"495,000","490,000"
E01028650,"332,500","295,000"
E01028651,"375,000","250,000"
E01028652,"422,500","337,500"
E01028653,"320,000","288,000"
E01028654,"715,000","528,750"
E01028655,"377,500","380,000"
E01028656,"620,000","532,000"
E01028657,"350,000","275,000"
E01028658,"500,000","395,000"
E01028659,"444,250","454,975"
E01028660,"350,000","486,125"
E01028661,"987,500","777,000"
E01028662,"747,500","708,500"
E01028663,"306,250","273,000"
E01028664,"323,750","325,825"
E01028665,"337,000","326,000"
E01028666,"195,975","222,500"
E01028667,"232,000","214,000"
E01028668,"274,250","245,000"
E01028669,"230,000","223,000"
E01028670,"345,500","341,250"
E01028671,"210,000","240,000"
E01028672,"330,000","392,500"
E01028673,"225,000","209,500"
E01028674,"297,500","382,500"
E01028675,"232,500","249,000"
E01028676,"198,750","220,000"
E01028677,"295,000","275,000"
E01028678,"642,500","531,254"
E01028679,"437,500","445,000"
E01028680,"322,500","256,500"
E01028681,"330,000","327,500"
E01028682,"297,500","223,750"
E01028683,"382,500","278,725"
E01028684,"250,000","240,000"
E01028685,"275,500","300,000"
E01028686,"346,000","325,000"
E01028688,"210,000","205,000"
E01028689,"190,000","178,500"
E01028690,"206,000","220,000"
E01028691,"200,000","195,000"
E01028692,"170,500","165,000"
E01028693,"370,750","310,000"
E01028694,"176,000","183,000"
E01028695,"228,000","210,000"
E01028696,"330,000","345,000"
E01028697,"195,000","186,000"
E01028698,"249,500","247,000"
E01028699,"379,950","277,500"
E01028700,"211,000","205,000"
E01028701,"229,000","250,000"
E01028702,"229,500","215,000"
E01028703,"208,750","180,000"
E01028704,"222,500","197,000"
E01028705,"247,000","260,375"
E01028706,"192,500","225,000"
E01028707,"226,250","229,000"
E01028708,"246,000","244,950"
E01028709,"322,500","320,000"
E01028710,"364,500","399,000"
E01028711,"406,000","282,250"
E01028712,"298,500","295,000"
E01028713,"385,000","319,950"
E01028714,"293,000","308,500"
E01028715,"340,000","335,000"
E01028716,"211,825","200,000"
E01028717,"172,225","160,500"
E01028718,"140,000","135,250"
E01028719,"235,000","247,000"
E01028720,"340,000","370,000"
E01028721,"178,125","224,975"
E01028722,"234,250","222,500"
E01028723,"247,500","235,000"
E01028724,"207,250","195,000"
E01028725,"179,475","175,000"
E01028726,"475,000","522,500"
E01028727,"365,000","361,250"
E01028728,"310,000","297,750"
E01028729,"318,500","246,000"
E01028730,"475,000","330,000"
E01028731,"284,975","287,500"
E01028732,"240,000","240,000"
E01028733,"310,000","335,000"
E01028734,"284,250","241,250"
E01028735,"265,000","286,500"
E01028736,"305,000","264,375"
E01028737,"395,000","460,000"
E01028738,:,"422,000"
E01028739,"315,500","251,500"
E01028740,"242,000","247,498"
E01028741,"282,000","291,350"
E01028742,"271,225","250,000"
E01028743,:,"270,000"
E01028744,"347,500","350,000"
E01028745,"359,750","278,250"
E01028746,"343,750","285,000"
E01028747,"266,250","415,000"
E01028748,"148,000","148,000"
E01028749,"202,500","205,500"
E01028750,:,"238,750"
E01028751,"575,000","351,500"
E01028752,"327,500","337,500"
E01028753,"250,000","195,500"
E01028754,"488,800","360,000"
E01028755,"242,500","235,000"
E01028756,"165,375","170,000"
E01028757,"177,500","285,000"
E01028758,"238,000","249,975"
E01028759,"186,250","219,000"
E01028760,"236,500","198,500"
E01028761,"230,000","254,250"
E01033305,"212,000","201,500"
E01033306,"240,525","216,550"
E01028762,"440,000","421,000"
E01028763,"293,750","291,000"
E01028764,"209,500","240,000"
E01028765,"222,500","295,000"
E01028766,"274,975","268,750"
E01028767,"397,500","388,000"
E01028771,"174,475","170,000"
E01028772,"159,875","156,725"
E01028773,"204,000","207,975"
E01028774,"165,000","200,000"
E01028775,"233,000","210,000"
E01028776,"512,000","280,000"
E01028777,"279,750","337,500"
E01028778,"257,500","310,000"
E01028779,"278,500","258,500"
E01028780,"270,000","220,000"
E01028781,"160,000","169,000"
E01028782,"235,000","205,000"
E01028783,"186,000","182,500"
E01028784,"305,000","260,000"
E01028785,"212,500","218,000"
E01028786,"229,950","265,000"
E01028787,"337,500","235,000"
E01028788,"291,000","310,000"
E01028789,"250,000","360,000"
E01028790,:,"229,000"
E01028791,"337,500","415,000"
E01028792,"290,975","315,000"
E01028793,"270,000","250,000"
E01028794,"250,000","246,500"
E01028795,"341,000","280,000"
E01028796,"290,000","462,500"
E01028797,"285,000","273,500"
E01028798,"256,250","249,950"
E01028799,"305,000","276,500"
E01028800,"289,950","258,500"
E01028801,"285,000","244,000"
E01028802,"350,000","368,750"
E01028804,"428,750","345,000"
E01028806,"250,000","271,000"
E01028807,"145,000","170,950"
E01028808,"236,000","225,000"
E01028809,"124,995",:
E01028810,"179,000","194,000"
E01028811,"210,000","197,000"
E01028813,"180,000","185,000"
E01028814,"204,500","212,500"
E01028815,"255,000","291,500"
E01028816,"198,500","232,750"
E01028817,"196,000","159,125"
E01028818,"170,500","207,750"
E01028819,"206,000","218,000"
E01028820,"247,900","278,500"
E01028821,"183,000","198,500"
E01028822,"188,250","217,750"
E01028823,"281,250","275,000"
E01028824,"273,750","280,000"
E01028825,"344,000","312,500"
E01032947,"234,500","245,000"
E01032948,"242,000","250,000"
E01032949,"160,000","182,500"
E01032950,"210,000","208,750"
E01032951,"177,000","195,000"
E01032952,"220,475","225,000"
E01032953,"208,000","207,500"
E01032954,"272,500","250,000"
E01029018,"238,000","242,475"
E01029019,"314,250","335,000"
E01029020,"223,750","244,000"
E01029021,"315,000","218,500"
E01029022,"262,500","386,250"
E01029023,"345,000","415,000"
E01029024,"252,500","219,850"
E01029025,"151,500","164,000"
E01029026,"178,500","154,950"
E01029027,"217,475","172,000"
E01029028,"170,000","170,000"
E01029029,"170,000","172,500"
E01029030,"242,500","176,500"
E01029031,"237,500","179,000"
E01029032,"205,000","240,000"
E01029033,"170,000","136,000"
E01029034,"155,000","144,475"
E01029035,"175,000","175,000"
E01029036,"187,500","182,000"
E01029037,"142,975","157,000"
E01029038,"125,600","120,998"
E01029039,"170,000","171,250"
E01029040,"158,000","145,000"
E01029041,"170,500","158,500"
E01029042,"197,000","155,000"
E01029043,"163,250","158,750"
E01029044,"140,000","125,000"
E01029045,"181,000","165,000"
E01029046,"127,475","135,000"
E01029047,"179,000","169,975"
E01029050,"172,500","178,000"
E01029051,"231,750","193,750"
E01029052,"297,750","302,500"
E01029053,"447,500","377,000"
E01029054,"280,475","250,250"
E01029055,"200,500","210,000"
E01029056,"302,475","310,000"
E01029057,"295,000","247,500"
E01029058,"241,000","287,000"
E01029059,"270,000","310,000"
E01029060,"312,500","270,000"
E01029061,"233,500","244,000"
E01029062,"77,750","85,000"
E01029063,"172,000","158,750"
E01029064,"179,500","155,000"
E01029065,"165,000","177,475"
E01029066,"155,000","157,500"
E01029067,"162,250","161,495"
E01029068,"223,475","215,000"
E01029069,"310,000","316,000"
E01029070,"152,000","177,475"
E01029071,"150,000","140,000"
E01029072,"149,500","143,500"
E01029073,"165,950","230,000"
E01029074,"205,000","192,500"
E01029075,"197,000","195,000"
E01029076,"171,000","168,725"
E01029077,"311,250","309,000"
E01029078,"198,500","185,000"
E01029079,"185,475","152,000"
E01029080,"186,000","177,000"
E01029081,"180,000","202,000"
E01029082,"225,000","235,000"
E01029083,"243,475","250,000"
E01029084,"180,500","180,000"
E01032627,"169,950","175,000"
E01029085,"216,000","235,000"
E01029086,"323,000","375,000"
E01029089,"266,000","247,250"
E01029090,"123,475","134,000"
E01029091,"113,000","110,000"
E01029092,"130,000","145,000"
E01029093,"118,750","110,000"
E01029094,"99,500","118,975"
E01029095,"90,784","107,500"
E01029096,"105,000","100,000"
E01029097,"110,500","116,250"
E01029098,"129,000","126,000"
E01029099,"114,000","113,825"
E01029100,"115,000","110,500"
E01029101,"165,000","133,500"
E01029102,"168,750","135,000"
E01029103,"195,000","197,500"
E01029104,"213,500","172,500"
E01029105,"197,500","211,000"
E01029106,:,"97,500"
E01029107,"104,500","106,000"
E01029108,"120,000","123,750"
E01029109,"115,000","110,000"
E01029110,"124,750","121,875"
E01029111,"120,000","116,500"
E01029112,"108,250","93,500"
E01029113,"182,995","170,000"
E01029114,"175,000","177,500"
E01029115,"184,750","182,000"
E01029116,"116,000","125,000"
E01029117,"136,000","167,000"
E01029118,"163,000","176,000"
E01029119,"146,000","150,000"
E01029120,"155,000","141,500"
E01029121,"247,500","242,000"
E01029122,"196,975","199,500"
E01029123,"165,000","148,750"
E01029124,"240,000","193,000"
E01029125,"335,000","284,000"
E01029126,"244,250","201,250"
E01029127,"158,000","155,000"
E01029128,"289,000","298,500"
E01029129,"284,000","275,000"
E01029130,"250,000","250,000"
E01029131,"117,500","116,000"
E01029132,"122,000",:
E01029133,"167,250","180,000"
E01029134,"145,000","139,000"
E01029135,"166,000","220,000"
E01029136,"189,250","217,500"
E01029137,"200,000","212,000"
E01029138,"198,000","188,500"
E01029139,"249,950","249,000"
E01029140,"169,995","162,748"
